handleId,fieldType,name,description,productImageUrl,collection,sku,ribbon,price,surcharge,visible,discountMode,discountValue,inventory,weight,cost,productOptionName1,productOptionType1,productOptionDescription1,productOptionName2,productOptionType2,productOptionDescription2,productOptionName3,productOptionType3,productOptionDescription3,productOptionName4,productOptionType4,productOptionDescription4,productOptionName5,productOptionType5,productOptionDescription5,productOptionName6,productOptionType6,productOptionDescription6,additionalInfoTitle1,additionalInfoDescription1,additionalInfoTitle2,additionalInfoDescription2,additionalInfoTitle3,additionalInfoDescription3,additionalInfoTitle4,additionalInfoDescription4,additionalInfoTitle5,additionalInfoDescription5,additionalInfoTitle6,additionalInfoDescription6,customTextField1,customTextCharLimit1,customTextMandatory1,customTextField2,customTextCharLimit2,customTextMandatory2,brand
product_691b8c60-cbb3-f23c-7cdd-1b468d5e55ec,Product,Curaprox Tongue Cleaner (Single and Double Bladed),"Experience superior oral hygiene with the Curaprox Tongue Cleaner, available in both single and double-bladed options. Perfect for those visiting Dentaltourismclinicsindia, this innovative tool enhances your dental care routine by effectively removing bacteria and debris from your tongue, reducing bad breath and promoting a healthier mouth. Our high-quality, Swiss-designed tongue cleaner embodies the precision and excellence that align with our clinic’s commitment to top-tier dental services. Invest in a cleaner mouth and a brighter smile, ensuring your visit to India for dental care is complemented by optimal hygiene solutions. Join us at Dentaltourismclinicsindia and discover how small steps can lead to significant health benefits.",b6120a_1073c9f837534e1ea1a8e36fccc88b58~mv2.jpg;b6120a_1ab4edd98e9b424bb98a6631057bb1d4~mv2.jpg,Tongue cleaning brushes,,,330.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_edd9c37d-76a7-3c33-f0d7-6b7b029e8040,Product,STIM Tongue Cleaner,"Experience superior oral hygiene with the STIM Tongue Cleaner, expertly designed to enhance your dental care routine. Perfectly aligned with Dentaltourismclinicsindia's commitment to excellence, this innovative tool effectively removes bacteria, ensuring a healthier mouth and fresher breath. Its ergonomic design ensures ease of use, making it an essential addition to your daily dental care regimen. Trust our dental center to provide the best solutions for your oral health needs. Embrace the difference and elevate your dental care experience with the STIM Tongue Cleaner.",b6120a_8c9281ee2a4641cf9e6ab806847afb61~mv2.jpg;b6120a_2311f4bddf194e49a72f339a90bee368~mv2.jpg,Tongue cleaning brushes,,,113.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_93ea3794-8bfe-ac0c-8d14-277e39a9571f,Product,Bamboo Tongue Brush,"Designed with sustainability and oral health in mind, the Bamboo Tongue Brush offered by Dentaltourismclinicsindia is an eco-friendly alternative to plastic brushes. Made from 100% biodegradable bamboo, it effectively removes bacteria and promotes fresher breath without harming the environment. Our clinic values both your health and the planet, ensuring you receive top-quality care. People who visit us often explore various dental treatments and innovations, and this brush perfectly complements a holistic dental hygiene routine. Choose our Bamboo Tongue Brush for a cleaner mouth and a greener planet.",b6120a_a1c000547acc40afbd9e61c7f382e1de~mv2.webp;b6120a_07428d7db11c4fd495340569ac391776~mv2.avif,Tongue cleaning brushes,,,95.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_7c6d83fb-2bb1-b77a-3e7f-55d1f867b3ae,Product,Babyhug Silicone Candy Shape Baby Tongue Cleaner- Blue,"Introducing the Babyhug Silicone Candy Shape Baby Tongue Cleaner- Blue, a gentle and fun solution to maintain your baby's oral hygiene. This specially designed silicone cleaner is perfect for nurturing young smiles and promoting healthy habits from the start. At Dentaltourismclinicsindia, we prioritize your child's dental well-being, and this tongue cleaner aligns with our commitment to providing high-quality dental products. Easy to use and 100% safe, it's an essential tool for parents dedicated to their baby's oral care. Join us at Dentaltourismclinicsindia to ensure bright and healthy beginnings for your little ones.",b6120a_dff49e3845504ba39c44b8ab927e3ab0~mv2.webp,Silicone Tongue cleaner,,,39.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_9b6aa133-2818-59ce-07cd-4cb9e8bedceb,Product,1st Step Silicone Tongue Cleaner (),"Introducing the 1st Step Silicone Tongue Cleaner, an essential addition to your oral hygiene routine. Designed for maximum efficacy, our tongue cleaner effectively removes bacteria and debris, promoting fresher breath and a healthier mouth. At Dentaltourismclinicsindia, we prioritize your oral health with top-notch dental services, and this innovative product aligns perfectly with our commitment to excellence. Easy to use and gentle on the tongue, it’s a smart choice for those seeking optimal dental care. Enhance your visit to our esteemed Dental Center with the 1st Step Silicone Tongue Cleaner.",b6120a_dca3e4ffe39b497ba915814ae8a09dba~mv2.webp;b6120a_c799ccf229484379b6059b7c478b4359~mv2.webp;b6120a_db02c647fe024bd093fb0b77651f7036~mv2.webp;b6120a_d94c7182a1224946838aa1c3558696de~mv2.webp;b6120a_27a49dc1c0d04465bb82b64e4420e34c~mv2.webp,Silicone Tongue cleaner,,,206.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_73a3682b-a15c-414c-f0a3-bf9b35547fed,Product,"ongue Cleaner Adults, 2Pcs Silicone Tongue Scraper Soft Tongue Cleaner Helps Fig","Discover the ongue Cleaner Adults, a set of 2Pcs Silicone Tongue Scrapers designed to provide soft yet effective cleaning for a fresher breath and a healthier mouth. With Dentaltourismclinicsindia’s commitment to top-notch dental care and hygiene, this product complements our services perfectly, ensuring you maintain optimal oral health. Crafted from high-quality silicone, these tongue cleaners are gentle yet efficient, removing bacteria and debris without causing discomfort. Embrace the ease of maintaining your oral hygiene routine, whether at home or on the go, with these essential tools endorsed by our dental experts. Experience the excellence in dental care that Dentaltourismclinicsindia stands for.",b6120a_26263c4b524747c5ac6c78c28b5f839f~mv2.webp;b6120a_401bec8583f04146947bdcf47181866e~mv2.webp;b6120a_d379704ded284530a2c0f07216ea8f34~mv2.webp;b6120a_07fbb8dd918449ba953f9a5219bd262e~mv2.webp;b6120a_66fe0579b3c3485ab43b04a3f4c5d556~mv2.webp,Silicone Tongue cleaner,,,269.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_52c01671-5604-0318-1467-689a33abe9b3,Product,vsr Silicone Tongue Cleaner,"At Dentaltourismclinicsindia, we are committed to your oral health through top-tier services and quality products. The VSR Silicone Tongue Cleaner is an essential addition to your dental hygiene routine, designed to effectively remove bacteria and promote fresh breath. Its ergonomic design ensures ease of use and is crafted from soft, durable silicone for safe and gentle cleaning. Enhance your dental care regimen with this professional-grade tool, reflecting our dedication to providing exceptional dental solutions. Experience the perfect blend of comfort and cleanliness — because your smile deserves the best.",b6120a_997c0cb0da1a4cdf909d91b441b376b5~mv2.webp;b6120a_7065bb8f235b4afab79375a64a476e49~mv2.webp;b6120a_5cd34c1d43084302950af3a7af879fa5~mv2.webp,Silicone Tongue cleaner,,,399.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_f6d54e5b-10bc-e524-640d-f82c3fecdb3e,Product,Buddsbuddy Premium Silicone Tongue Cleaner 1pc (Blue),"Discover the Buddsbuddy Premium Silicone Tongue Cleaner 1pc (Blue) at Dentaltourismclinicsindia, where your oral health is our top priority. This high-quality silicone tongue cleaner is designed to gently and effectively remove bacteria and debris, promoting fresher breath and improved oral hygiene. Ideal for international dental tourists seeking top-notch dental care products, this tongue cleaner aligns perfectly with our commitment to exceptional standards and patient satisfaction. Embrace a cleaner, healthier mouth with our professional-grade dental tools available right here. Enhance your dental care routine with Buddsbuddy, the perfect addition to your trusted travel dental essentials.",b6120a_bf7eb55ad96a4e2bba1aee0a98d01ad0~mv2.jpg;b6120a_1e9586861b9f450e9cf35651d30feed6~mv2.jpg;b6120a_d4b8af07089748e5a1be4b0194aa96dc~mv2.jpg;b6120a_07307277c02a4d73b132b3ce73f839ea~mv2.jpg,Silicone Tongue cleaner,,,199.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_e85a51c6-07a4-6025-b678-8747fe38bef4,Product,Apollo Pharmacy Tongue Cleaner with 3 Cleaning Edges,"Experience superior oral hygiene with the Apollo Pharmacy Tongue Cleaner featuring 3 innovative cleaning edges, now available at Dentaltourismclinicsindia. Our Dental Center is dedicated to enhancing your dental health through advanced solutions and personalized care. This tongue cleaner is designed to swiftly remove debris and bacteria, promoting fresher breath and a healthier mouth. Trust the dental experts who recommend quality tools for optimal hygiene. Elevate your oral care routine with a product that aligns with our commitment to excellence in dental wellness.",b6120a_05bf23ba70074d608d864b6b028b2d04~mv2.webp;b6120a_cf42a235f36b4bb2a16783aeb3485f75~mv2.webp;b6120a_8b72982c995f44be9055c56bd04f1c7a~mv2.jpeg,Plastic tongue cleaner,,,40.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_ab3fc2d2-1014-82a3-7d6f-252cd46f4882,Product,MAXI Lollipop Tongue Cleaner for Kids single pack,"Discover the MAXI Lollipop Tongue Cleaner for Kids, available in a convenient single pack at Dentaltourismclinicsindia. Designed with fun, vibrant colors and an easy-to-grip handle, this tongue cleaner promotes effective oral hygiene for your little ones. Our expert team at Dentaltourismclinicsindia emphasizes preventive care, and this innovative product helps reduce bacteria and bad breath, ensuring healthier smiles. Make oral care enjoyable and effective—choose the MAXI Lollipop Tongue Cleaner. Nurture your child's dental health with tools trusted by professionals.",b6120a_723cf98101574e0b9126e86dde9d14ab~mv2.png;b6120a_c87b05329ef34b66abd45d15f4b7464c~mv2.avif;b6120a_1f03c1c8345f4319938c1bedc3e53307~mv2.webp;b6120a_2cafcca366b3402dab78c4c4dbefb88a~mv2.avif,,,,70.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_3fa5b9e4-8a53-4ac4-ae21-1dd31fd0e47d,Product,Trisa Tongue Cleaner (Kids and Regular),"Enhance your oral hygiene routine with Trisa Tongue Cleaner, available in both Kids and Regular versions, from Dentaltourismclinicsindia. Our dental center prioritizes your overall health, offering innovative and effective products like this tongue cleaner to ensure comprehensive care. Designed to remove bacteria and freshen breath, it's an essential tool for maintaining oral wellness. Choose the Kids version for a gentle, child-friendly design, or the Regular version for a practical, everyday solution. Trust us to provide products that support your commitment to a healthier smile.",b6120a_5bb77822cc8a475c9d357a479d97f114~mv2.jpg;b6120a_447f9d9cd9d34947aa6037b19073ed58~mv2.webp;b6120a_752b36f4f9a249c9acaa4aca1f784ffc~mv2.webp;b6120a_6e021ec727904799bea3bf85c0e1b258~mv2.webp,Plastic tongue cleaner,,,150.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_2e541752-a373-020e-1a30-2138905cd405,Product,KCCB Plastic Tongue Cleaner,"Experience pristine oral hygiene with the KCCB Plastic Tongue Cleaner, now available at Dentaltourismclinicsindia. Crafted to provide a thorough cleaning, this essential tool eliminates bacteria and promotes fresher breath. Ideal for maintaining oral health between dental visits, it underscores our commitment to quality and preventative care. Invest in your smile with a product trusted by our dental professionals, ensuring you receive the best in dental hygiene solutions.",b6120a_be019e8368ee43d4a7efb3640ded8e79~mv2.jpg,Plastic tongue cleaner,,,299.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_b6fc501c-4b80-8a4f-ae71-73f85ee6b04b,Product,BigPlayer Plastic Tongue Cleaner,"Experience unparalleled oral hygiene with the BigPlayer Plastic Tongue Cleaner, available exclusively at Dentaltourismclinicsindia. This essential dental tool effectively removes bacteria, helps prevent bad breath, and promotes a healthier mouth. Designed with user comfort in mind, its ergonomic handle ensures ease of use for all patients. Trust Dentaltourismclinicsindia's commitment to exceptional dental care and incorporate this top-tier product into your routine for optimal results.",b6120a_ca1e19c0556d48959ec267c2089e4103~mv2.webp;b6120a_46aa005c9d434b9b8feb71ec3321aafd~mv2.webp;b6120a_5d198fe3975e41679760ee32b7684a5b~mv2.webp;b6120a_14e66e861564467197eedf15b5149ad1~mv2.webp,Plastic tongue cleaner,,,138.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_5a0bb5bf-df21-1f23-a1c0-6979878a2e5c,Product,MeeMee Plastic Tongue Cleaner single pack,"At Dentaltourismclinicsindia, we prioritize your oral hygiene and overall well-being. The MeeMee Plastic Tongue Cleaner is expertly designed to remove bacteria and debris, promoting fresher breath and a healthier mouth. Made from safe, durable plastic, its ergonomic design ensures ease of use and effective cleaning. Trust in our commitment to providing top-quality dental care products, enhancing your dental health journey. Embrace a cleaner, fresher smile with MeeMee.",b6120a_1ad6088d962b49f782891ada4d6810ab~mv2.webp;b6120a_3a69e6d2b6ba43a498bc7cf5f1bbb9f9~mv2.webp;b6120a_69a08796192c486fbda368d50c14ba04~mv2.webp,Plastic tongue cleaner,,,179.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_12b9e98d-6ec2-4da6-5575-53c8c7ec2c33,Product,Zandu Copper Tongue Cleaner (Pack of 2),"Enhance your dental hygiene routine with the Zandu Copper Tongue Cleaner (Pack of 2), available now at Dentaltourismclinicsindia. Crafted from pure copper, these tongue cleaners help reduce bad breath, remove bacteria, and promote overall oral health. This essential tool complements our comprehensive dental care services, ensuring you achieve optimal oral hygiene. Experience the superior quality and effectiveness trusted by our expert dental team. Invest in your oral wellbeing today with Zandu's premium tongue cleaners.",b6120a_9581277b04a840538004e11573b21b72~mv2.webp;b6120a_3ed44063def048098364ded830731eba~mv2.webp;b6120a_9d401fb71b254014b91b68d8fbaa516a~mv2.webp,Metal Tongue Cleaners,,,199.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_b45d53eb-b9ab-33f0-f76e-ed8dca9c5513,Product,Vega EasyGlide Tongue Cleaner (Metal with Handle),"Introducing the Vega EasyGlide Tongue Cleaner (Metal with Handle), an essential addition to your oral hygiene routine. At Dentaltourismclinicsindia, we emphasize the importance of comprehensive dental care, and this high-quality metal tongue cleaner is designed for effective bacteria removal and fresher breath. Its ergonomic handle ensures a comfortable grip, making it easy to use daily. Experience superior dental health and promote a cleaner mouth with the Vega EasyGlide, aligning with our commitment to your optimal oral wellness.",b6120a_605c5e38f2654e6b85feb61a54bd11b3~mv2.webp;b6120a_8b3b2a670b734bd5bd04ef93046fa754~mv2.webp,Metal Tongue Cleaners,,,179.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_718b20e2-03e2-c3f3-fb0a-74224dcadc6e,Product,Matra Stainless Steel Tongue Cleaner Scraper,"Discover the Matra Stainless Steel Tongue Cleaner Scraper at Dentaltourismclinicsindia, your premier destination for top-tier dental care. This professional-grade tool, crafted from premium stainless steel, offers exceptional oral hygiene by effectively removing bacteria and buildup from your tongue. Regular use can enhance your dental health and freshen your breath, complementing our comprehensive array of dental services. Embrace the cutting-edge dental solutions we offer and take a step towards impeccable oral care. Elevate your daily routine with this essential addition, trusted by both our experts and clients alike.",b6120a_a8afaa65b94349679fc49f34bbc2d1a8~mv2.avif;b6120a_cedb0cf01c7b4ce487153679053f10f4~mv2.webp;b6120a_8c17e21bf9ae475fa0fd4669680831ae~mv2.jpg,Metal Tongue Cleaners,,,199.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_aed9f791-324f-6576-81e2-222c8f79e18c,Product,Greenfeels Surgical Grade Stainless Steel Tongue Cleaner,"Enhance your oral hygiene with the Greenfeels Surgical Grade Stainless Steel Tongue Cleaner, available at Dentaltourismclinicsindia. This precision-engineered tool removes bacteria and debris, ensuring fresher breath and better overall dental health. Crafted from high-quality stainless steel, it offers durable, rust-free performance and easy sterilization, aligning with our commitment to top-tier dental care. Prioritize your oral wellness by integrating this essential tool into your daily routine. Experience the excellence of our services and products at Dentaltourismclinicsindia, where your smile is our priority.",b6120a_77755ae948854867acba6712c60a302b~mv2.jpg;b6120a_5c72d40254ad4fa0ad31a63acefea989~mv2.webp;b6120a_a82b2009bb414e9faf11fd212e31b677~mv2.webp,Metal Tongue Cleaners,,,225.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_c02b9778-7d48-feb3-7f79-8b96258548dc,Product,Perfora Original Steel Tongue Cleaner (Pack of 2),"Discover the top-notch quality of Perfora Original Steel Tongue Cleaner (Pack of 2) at Dentaltourismclinicsindia. Designed to enhance your oral hygiene routine, this superior product effectively reduces bacteria and freshens breath, ensuring a cleaner, healthier mouth. Made from durable, high-grade stainless steel, our tongue cleaner is easy to use, long-lasting, and suitable for daily use. Trust in our dental expertise, and elevate your oral health with a product that embodies the meticulous care and attention to detail synonymous with our services. Invest in better hygiene today for a brighter, more confident smile tomorrow.",b6120a_9f36177aba0c4b259460b72e84002b48~mv2.avif;b6120a_7d1042336a084267bac2c185be1bb63e~mv2.webp;b6120a_2c99227fd7a14f99a56c40ee083fef9e~mv2.avif;b6120a_5e228ab47008401982f4cffdefdfb977~mv2.webp;b6120a_57afe4119f224994b95df82254012664~mv2.avif,Metal Tongue Cleaners,,,198.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_7722394d-ffa4-434a-5642-7a4751cabcee,Product,Tiny Smilez Kids Anti Cavity Mouthwash (Sparkling Strawberry),"Dentaltourismclinicsindia proudly presents Tiny Smilez Kids Anti Cavity Mouthwash in Sparkling Strawberry flavor – a delightful and effective way to protect your child’s smile. This kid-approved mouthwash is fortified with fluoride to strengthen enamel and fight cavities, ensuring your little ones maintain strong, healthy teeth. At our dental center, we believe in making dental care enjoyable and straightforward, making this mouthwash an ideal addition to your child's oral hygiene routine. Trust our expertise to safeguard their precious smiles while they enjoy a fun, fruity experience. Invest in their dental health today with Tiny Smilez.",b6120a_6f00892cba2044d1abc233ca85723f53~mv2.avif;b6120a_43ed0862433a4648b467482465e98d6f~mv2.avif;b6120a_02de591cf99f40c88ad593202259e849~mv2.jpg,Kids mouth wash,,,259.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_d8b2eeb9-36c9-5e21-e145-7b9f4485d566,Product,SmiloShine Unicorn Kids Mouthwash-Alcohol Free-For Fresh Breath & Protection Aga,"Discover SmiloShine Unicorn Kids Mouthwash at Dentaltourismclinicsindia, your trusted dental center for top-notch care. Our alcohol-free formula ensures fresh breath while protecting against plaque, making it perfect for young smiles. Infused with a magical unicorn flavor, it turns daily oral hygiene into a delightful experience. Prioritizing your child's dental health has never been easier or more fun. Trust the experts at Dentaltourismclinicsindia to bring you the best in kiddie oral care.",b6120a_29b9c3a994924e48a18890f0a2112512~mv2.jpg,Kids mouth wash,,,175.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_b63f9133-791e-4b03-31b2-306c3b80f04c,Product,LISTERINE® TOTAL CARE Kids Fluoride Mouthwash (Berry Splash),"At Dentaltourismclinicsindia, we are dedicated to ensuring your child's dental health with our professional care. LISTERINE® TOTAL CARE Kids Fluoride Mouthwash (Berry Splash) offers 6 benefits in one, protecting against cavities and strengthening teeth with a fun berry flavor that kids love. This mouthwash is designed to be gentle on young mouths, making oral care an enjoyable experience for your little one. Visit us to learn more about maintaining your child’s optimal dental health with our comprehensive range of services and products. Invest in your child's smile and well-being with Dentaltourismclinicsindia.",b6120a_764fa88e00524cb481331d9da2ad9fc8~mv2.webp;b6120a_e64754c0be7242ca93c7a344a7205d28~mv2.png,Kids mouth wash,,,375.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_1f240c1a-9379-7d41-e9cf-fce73406df2b,Product,Kidodent Mouth Wash Bubble Fruit,"Kidodent Mouth Wash Bubble Fruit offers a fun and effective way to maintain children’s oral hygiene. Specially formulated for young smiles, this gentle mouthwash ensures thorough cleaning without any harsh ingredients. Dentaltourismclinicsindia proudly supports top-notch dental care solutions, making oral health an enjoyable experience for kids. Embrace a fruitful bubble burst that kids will love, while aligning with our commitment to ensuring the best dental care practices. Trust Dentaltourismclinicsindia for all your children's dental essentials.",b6120a_8c15b34df2eb4971a05cf0faa686b2f7~mv2.jpg,Kids mouth wash,,,130.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_57080c61-6bf4-d4ab-c537-ef622c716ddb,Product,EGA Ayurvedic Sesame Oil Pulling Mouthwash,"Discover the transformative benefits of EGA Ayurvedic Sesame Oil Pulling Mouthwash at Dentaltourismclinicsindia. This all-natural mouthwash leverages the holistic principles of Ayurveda to promote oral health through daily oil pulling. Renowned for its antibacterial properties, sesame oil not only helps eliminate toxins but also supports overall dental hygiene. Perfect for discerning patients who value comprehensive care, our clinic integrates this age-old remedy into modern dental practices for optimal results. Enhance your visit to our dental center with a product that embodies our commitment to natural, effective dental solutions.",b6120a_52effaa569104d43a787567c6ac0f828~mv2.webp;b6120a_926865d3d85948b8947b8c2f732e1f47~mv2.webp;b6120a_21b5d088b07d44198f7ddc6a8ac62d26~mv2.webp;b6120a_13711a411ac24956870f3b13759f4817~mv2.webp;b6120a_fc8990bb3c124c2cb24b991380356ddc~mv2.webp,Herbal Ayurvedic Mouthwash;oil Pulling Risness,,,395.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_df19c5bf-ab2e-091a-1ab2-94cca6722804,Product,Gurunanda Natural Oil Pulling Oral Rinse (Coconut + Mint),"Discover the exceptional benefits of Gurunanda Natural Oil Pulling Oral Rinse (Coconut + Mint) at Dentaltourismclinicsindia. This advanced oral rinse combines the traditional practice of oil pulling with the refreshing essence of mint to promote superior dental hygiene. Our dental center values implementing time-tested methods, and this unique formulation helps in reducing bad breath, removing toxins and enhancing overall oral health. Perfectly aligned with our commitment to offering holistic dental care, Gurunanda's Oil Pulling Oral Rinse is an ideal addition to your oral care routine. Experience the blend of natural coconut oil and mint and elevate your dental wellness with every rinse.",b6120a_69f3c35984a04b93af5481e13f4f3ef1~mv2.webp;b6120a_a4281b421eee4fd680f14302bb978ee1~mv2.webp,Herbal Ayurvedic Mouthwash;oil Pulling Risness,,,1998.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_2d48aff0-ff96-24a0-37de-da553916a33f,Product,Greenfeels Natural Oil Pulling Mouthwash,"Discover the power of Greenfeels Natural Oil Pulling Mouthwash at Dentaltourismclinicsindia. This revolutionary mouthwash harnesses the cleansing properties of natural oils to promote optimal oral health. Ideal for those seeking a holistic approach to dental care, our mouthwash reduces harmful bacteria and freshens breath naturally. Trust our expertise in dental tourism and experience the perfect blend of traditional practices and modern oral hygiene solutions. Enhance your dental wellness journey with Greenfeels and our top-tier dental services.",b6120a_9b32e09454ef4cf48ed057c942b7b544~mv2.webp,Herbal Ayurvedic Mouthwash;oil Pulling Risness,,,2155.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_07663763-a01a-baa3-7f43-f2243dd12df5,Product,Herbostra Oil Pulling Mouthwash,"Discover the transformative benefits of Herbostra Oil Pulling Mouthwash at Dentaltourismclinicsindia. This natural mouthwash harnesses the ancient Ayurvedic practice of oil pulling, promoting optimal oral health by effectively removing plaque and toxins. Ideal for daily use, it's designed to complement our comprehensive dental services, ensuring your oral hygiene is maintained between visits. Trust in our professional expertise to enhance your dental care routine with Herbostra's distinguished formula. Experience the superior difference in dental health with our recommended oil pulling mouthwash today.",b6120a_e091ddab9df543cf93330607b16427e9~mv2.jpg;b6120a_40426aadfdfb4f198ccb635f69c9817f~mv2.webp;b6120a_12de7b5f8da6482797c5b2cd0873c4f0~mv2.jpg;b6120a_fd0871e1971c4bc0ab66d682eb4fbedf~mv2.jpg,,,,325.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_17850620-eab3-f179-b8dd-17ff41cb9992,Product,Natuur Oil Pulling Blend with Coconut Oil,"Experience the ancient practice of oil pulling with the Natuur Oil Pulling Blend with Coconut Oil, now available at Dentaltourismclinicsindia. This premium blend is designed to improve oral hygiene, reduce harmful bacteria, and promote overall dental health. Our Dental Center is committed to providing innovative and natural solutions that align with our values of holistic care and patient well-being. Integrate this blend into your daily routine for a brighter smile and enhanced oral health. Choose Natuur Oil Pulling Blend for a natural, effective addition to your dental care regimen.",b6120a_52b6af6b95ce424b93973198464311a6~mv2.webp;b6120a_ce42da85199e4202915c6dba06b1e982~mv2.avif,Herbal Ayurvedic Mouthwash;oil Pulling Risness,,,338.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_3937fb09-2927-f84e-8c5a-2b9d710d467d,Product,Jiva Ayurveda Oil Pulling (200ml),"Enhance your oral health naturally with Jiva Ayurveda Oil Pulling (200ml) at Dentaltourismclinicsindia. This traditional Ayurvedic practice effectively removes toxins, promotes fresher breath, and supports gum health. Our dental center values holistic approaches to health, offering top-notch dental services that integrate the best of both modern and traditional practices. Experience the power of Ayurveda in a professional setting where your well-being is our priority.",b6120a_272e0057c7a34c6baea3e2a16d7635f6~mv2.webp,oil Pulling Risness,,,275.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_f1cbf359-489c-3023-9cbd-fffdbb41475f,Product,Perfora Vedic Rinse Coco Mint Oil Pulling,"Perfora Vedic Rinse Coco Mint Oil Pulling is the perfect addition to your oral care routine, blending traditional Vedic practices with a refreshing hint of coconut and mint. Ideal for patients seeking holistic dental solutions, this all-natural oil pulling formula effectively removes toxins and promotes gum health. At Dentaltourismclinicsindia, we advocate for treatments that align with our values of comprehensive oral care and patient well-being. Trust our expertise and integrate this meticulously crafted product for an enhanced dental hygiene experience.",b6120a_fcfa5763317d4f34970142742cd7d6f6~mv2.jpg;b6120a_5a7a7a83b5b94c1c94e3e62cac7424af~mv2.jpg;b6120a_77a6fa5613a14ed0a36b7722073dcb1c~mv2.webp,oil Pulling Risness,,,299.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_1ba82122-271f-1295-16f3-f7d29951d63e,Product,Salt. Oral Care Hydra Sensitivity Mouthwash,"Discover the Salt. Oral Care Hydra Sensitivity Mouthwash, perfect for those seeking advanced oral care during their dental tourism experience at Dentaltourismclinicsindia. Specially formulated to soothe sensitive teeth and gums, this mouthwash provides lasting relief while ensuring your dental health is at its best. Ideal for patients who prioritize both comfort and effectiveness, our professional-grade mouthwash complements the personalized, high-quality dental services we offer. Enhance your smile and oral wellness with every use, reflecting our commitment to superior care and innovative solutions in dental tourism.",b6120a_9054eb16fd6b488ea88636151befdca0~mv2.avif;b6120a_d5e0bccb66d44a1fa50846febffc958c~mv2.webp;b6120a_0c3748c558fc4d6090e53c2f50c8bc6d~mv2.avif,Sensitive Mouthwash,,,550.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
